Index,Business Name,Business Address,Business Address(Line 1),Business Address(Line 2),Business Address Suburb,Business Phone Number,Eat Safe Rating,Permit Name,Business Address Suburb List
2465,Poffertjes,Mobile Food Business -,Mobile Food Business,,Brisbane City,-,3,Mobile Food,"B, Brisbane City"
2466,Woolworths Macarthur Chambers 2596,259 Queen Street -,259 Queen Street,,Brisbane City,-,4,"Fruit and Vegetable Processing,Delicatessen,Food Shop","B, Brisbane City"
2467,All Hallows School Cafe 547,547 Ann St 3230 9562,547 Ann St,,Brisbane City,3230 9562,5,Takeaway Food,"B, Brisbane City"
2468,Mitsuki Sushi,S1 69 Ann St -,S1 69 Ann St,,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2469,Tita's Canteen,"Shop KE01, Uptown Shopping Centre 91 Queen St -","Shop KE01, Uptown Shopping Centre",91 Queen St,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2470,Wara Sushi MacArthur,"Shop LG-T10, MacArthur Central 259A Queen St -","Shop LG-T10, MacArthur Central",259A Queen St,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2471,Mi Albert Street Subway,2G 79 Albert Street (07) 3003 0300,2G 79 Albert Street,,Brisbane City,(07) 3003 0300,4,Takeaway Food,"B, Brisbane City"
2472,Red Rooster Myer Centre,"Shop 68, 91 Queen Street -","Shop 68, 91 Queen Street",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2473,Event Cinemas Myer Centre,Myer Centre Level 3 493/91 Queen Street -,Myer Centre Level 3,493/91 Queen Street,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2474,Red Rooster Queens Plaza,S LG09 QUEENS PLAZA 226 QUEEN ST -,S LG09 QUEENS PLAZA,226 QUEEN ST,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2475,Lemak Queens Plaza,"Shop LG11, Queens Plaza, 226 Queen Street -","Shop LG11, Queens Plaza, 226 Queen Street",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2476,Dash on Quay,193 North Quay -,193 North Quay,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2477,Pablo & Rustys Brisbane Pty Ltd,200 Mary Street -,200 Mary Street,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2478,Pamelas Pantry,65 Caxton Street -,65 Caxton Street,,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2479,Subway Adelaide St,5B 276 Edward St (ground flr Bowman House) -,5B 276 Edward St (ground flr Bowman House),,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2480,Sushi Paradise Brisbane,"Shop 34, 198 Adelaide St -","Shop 34, 198 Adelaide St",,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2481,Anzac Square Carvery,"Shop 19 & 20, Anzac Square Arcade, 198 Adelaide St -","Shop 19 & 20, Anzac Square Arcade, 198 Adelaide St",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2482,Sushi Hub Post Office Square,16/270S QUEEN STREET -,16/270S QUEEN STREET,,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2483,Mr Curry,19/270 Queen Street -,19/270 Queen Street,,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2484,Mrs Fields,Shop 106 Myer Centre Elizabeth Street 0422147507,Shop 106 Myer Centre,Elizabeth Street,Brisbane City,0422147507,,Takeaway Food,"B, Brisbane City"
2485,Korilla BBQ Restaurant,"Level 1, 43 Queen Street -","Level 1, 43 Queen Street",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2486,Atlas Yeros George St,187 GEORGE STREET -,187 GEORGE STREET,,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2487,Tillerman Restaurant and Bar,"Shop 1, Riparian Plaza Level, 71 Eagle St -","Shop 1, Riparian Plaza Level, 71 Eagle St",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2488,Espresso Square,"Area 12, Brisbane Square, 266 George St -","Area 12, Brisbane Square, 266 George St",,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2489,Little Bit Cheeky Churros - Rego 951UMB,Mobile food business -,Mobile food business,,Brisbane City,-,,Mobile Food,"B, Brisbane City"
2490,Ricochet on George,2/450 George Street -,2/450 George Street,,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2491,Abra Wraps - The Magic Roll,S S54A 91 Queen Street -,S S54A 91 Queen Street,,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2492,Jia Ba Way Taiwanese Food & Drink,"Shop 1, 151B George Street -","Shop 1, 151B George Street",,Brisbane City,-,4,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2493,Yoon Sushi,"Shop 1, 212 Margaret St -","Shop 1, 212 Margaret St",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2494,Ahmets On Oxford,Brisbane Markets and Events -,Brisbane Markets and Events,,Brisbane City,-,3,Food Stall,"B, Brisbane City"
2495,Goodstart Early Learning Brisbane - Ann Street,217 Turbot St -,217 Turbot St,,Brisbane City,-,4,Child Care Centre,"B, Brisbane City"
2496,Mr Edwards Alehouse & Kitchen,"S G1, 46 Edward Street -","S G1, 46 Edward Street",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2497,Chapter Two Espresso,420 George Street -,420 George Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2498,Brisbane Private Hospital,259 Wickham Tce 07 3834 6111,259 Wickham Tce,,Brisbane City,07 3834 6111,,Hospital,"B, Brisbane City"
2499,Ed on Edward Cafe,"Ground Level, 348 Edward St -","Ground Level, 348 Edward St",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2500,Monday Cafe,Shop 1 / 300 Adelaide St -,Shop 1 / 300 Adelaide St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2501,Bar Metzo Coffee Shop,299 Adelaide St -,299 Adelaide St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2502,K-POCHA Australia,70 Mary St -,70 Mary St,,Brisbane City,-,3,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2503,Elan Cafe,"Foyer, 123 Eagle Street -","Foyer, 123 Eagle Street",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2504,Massimo Restaurant & Bar,123 Eagle St (Nrth Prominade Riverside Complex) -,123 Eagle St (Nrth Prominade Riverside Complex),,Brisbane City,-,5,Cafe/Restaurant,"B, Brisbane City"
2505,Paisano Espresso,69 Ann Street (Foyer) -,69 Ann Street (Foyer),,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2506,Beach House Bar & Grill Brisbane City,"Myer Centre Level 1, 91 Queen Street 3003 0017",Myer Centre,"Level 1, 91 Queen Street",Brisbane City,3003 0017,,Cafe/Restaurant,"B, Brisbane City"
2507,LE BON CHOIX ON QUEEN,387 Queen St -,387 Queen St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2508,Cubic Coffee Pty Ltd,"Shop2, Ground Floor 420 George Street -","Shop2, Ground Floor",420 George Street,Brisbane City,-,5,Cafe/Restaurant,"B, Brisbane City"
2509,Tulsi Chaat Corner,Brisbane Markets & Events -,Brisbane Markets & Events,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2510,Madame Wu,Upper Plaza Level 71 Eagle Street 34200756,Upper Plaza Level 71 Eagle Street,,Brisbane City,34200756,4,Cafe/Restaurant,"B, Brisbane City"
2511,Kebab Station CBD,"Shop 30, Myer Centre , 91 Queen Street -","Shop 30, Myer Centre , 91 Queen Street",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2512,Taste Gallery,6/91 QUEEN STREET -,6/91 QUEEN STREET,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2513,Starbucks Coffee,"Shop 5, 89 Charlotte Street -","Shop 5, 89 Charlotte Street",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2514,Nando's Festival Towers,"Shop 6, 89 Charlotte Street 3012 7755","Shop 6, 89 Charlotte Street",,Brisbane City,3012 7755,,Cafe/Restaurant,"B, Brisbane City"
2515,L's Espresso Bar,"Ground Floor, Shop 29/30, 117 Adelaide Street -","Ground Floor, Shop 29/30, 117 Adelaide Street",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2516,Roti Place,42 Charlotte Street -,42 Charlotte Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2517,EMC cafe',2/420 Queen St -,2/420 Queen St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2518,The Common Room Specialty Coffee,3A/40 Creek St (300 Elizabeth St) -,3A/40 Creek St (300 Elizabeth St),,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2519,Sushi Don,"Shop B, Oaks Brisbane Casino Tower Suites 151 George St -","Shop B, Oaks Brisbane Casino Tower Suites",151 George St,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2520,OPA Bar + Mezze,123 Eagle Street (Eagle Street Pier) -,123 Eagle Street (Eagle Street Pier),,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2521,Amazin Acai,"144 ADELAIDE STREET Shop 1B(Ground Floor), Blocksidge & Ferguson Building -",144 ADELAIDE STREET,"Shop 1B(Ground Floor), Blocksidge & Ferguson Building",Brisbane City,-,5,Takeaway Food,"B, Brisbane City"
2522,Aquila Cafe Bar,82 Eagle St -,82 Eagle St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2523,Nali Kitchen,100 Creek St (G1 on Gresham Lane) -,100 Creek St (G1 on Gresham Lane),,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2524,Ricoshet Espresso,276 Edward Street -,276 Edward Street,,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2525,Coffee Booth on Edward,150 Edward Street -,150 Edward Street,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2526,Sulzip,Shop 2 ( Low Ground ) 85 Elizabeth St -,Shop 2 ( Low Ground ) 85 Elizabeth St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2527,Sushi D'Lite,"Shop 76A, Uptown Centre 91 Queen St -","Shop 76A, Uptown Centre",91 Queen St,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2528,Modern Hunter,"Shop 2, 100 Creek St -","Shop 2, 100 Creek St",,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2529,Firefly Espresso Bar Pizza,C/- Firefly Espresso Bar Pizza G10 / 275 George Street -,C/- Firefly Espresso Bar Pizza,G10 / 275 George Street,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2530,HPNP Pty Ltd,"Lease G9, 275 George St (69 Ann St) -","Lease G9, 275 George St (69 Ann St)",,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2531,Chocolate Soldier Espresso Bar,Shop C1 / 275 George Street -,Shop C1 / 275 George Street,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2532,EM SAIGON,3/100 Creek St -,3/100 Creek St,,Brisbane City,-,4,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2533,Blackbird Bar & Grill,123 Eagle Street -,123 Eagle Street,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2534,Sparrow and Finch,Shops 4 & 5 Ground Floor 100 Creek Street -,Shops 4 & 5 Ground Floor,100 Creek Street,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2535,Pando Cafe,"Shop 3, 215 Adelaide St (221 Adelaide St) -","Shop 3, 215 Adelaide St (221 Adelaide St)",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2536,Sushi Hub Albert Street,136 Queen Street -,136 Queen Street,,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2537,Rice & Mee,"Level 1, 255 Queen St -","Level 1, 255 Queen St",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2538,Yes Way Jose,2/540D Queen Street -,2/540D Queen Street,,Brisbane City,-,5,Cafe/Restaurant,"B, Brisbane City"
2539,Espresso Engine Turbot Street Pty Ltd,32 Turbot Street (31 Tank St) -,32 Turbot Street (31 Tank St),,Brisbane City,-,5,Cafe/Restaurant,"B, Brisbane City"
2540,Cremosa Espresso Bar,"Shop 1, 79 Albert Street -","Shop 1, 79 Albert Street",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2541,Vapiano Queensland,Albert Lane off Albert Street 07 3221 4933,Albert Lane,off Albert Street,Brisbane City,07 3221 4933,4,Cafe/Restaurant,"B, Brisbane City"
2542,Chocolate Soldier Espresso,"Ground Level, 400 George St 3211 5885","Ground Level, 400 George St",,Brisbane City,3211 5885,3,Cafe/Restaurant,"B, Brisbane City"
2543,Doughcraft,181 Mary St -,181 Mary St,,Brisbane City,-,3,"Cafe/Restaurant,Bakery/Patisserie","B, Brisbane City"
2544,SAGE on Ann,Shop 2 Ground Floor 140 Ann Street 31894231,Shop 2 Ground Floor,140 Ann Street,Brisbane City,31894231,4,Cafe/Restaurant,"B, Brisbane City"
2545,Hey! I am Yogost,"S10, Grnd Flr, Myer Centre, 91 Queen St -","S10, Grnd Flr, Myer Centre, 91 Queen St",,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2546,The Bagel Boys,376 George St (372 George St) -,376 George St (372 George St),,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2547,Wu Kong Kitchen and Bar,"Shop 1, 119 Charlotte Street -","Shop 1, 119 Charlotte Street",,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2548,O'GaBee Coffee Roastery Q&A,141 Queen Street -,141 Queen Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2549,Brisbane City YHA,392 Upper Roma Street -,392 Upper Roma Street,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2550,Pig 'N' Whistle King George Square,"King George Square, Shop 1, 100 Adelaide St -","King George Square, Shop 1, 100 Adelaide St",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2551,O Brasileiro Restaurant Pty Ltd,"Shop 1, 270 Adelaide Street -","Shop 1, 270 Adelaide Street",,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2552,Hillsong Church Australia Ltd,346 George St  (342 George St) -,346 George St  (342 George St),,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2553,Food Stall,Brisbane Markets and Events 0423133027,Brisbane Markets and Events,,Brisbane City,0423133027,3,Food Stall,"B, Brisbane City"
2554,Breadtop Myer Centre,Shop 3 / 91 Queen Street 07 3003 1507,Shop 3 / 91 Queen Street,,Brisbane City,07 3003 1507,4,Bakery/Patisserie,"B, Brisbane City"
2555,Diane's Carvery and Seafood,Shop 68A / 91 Queen Street 3715 5178,Shop 68A / 91 Queen Street,,Brisbane City,3715 5178,,Takeaway Food,"B, Brisbane City"
2556,Hanwoori & Shabu House,70 Mary Street 07 32093404,70 Mary Street,,Brisbane City,07 32093404,4,Cafe/Restaurant,"B, Brisbane City"
2557,Malt Dining,28 Market Street -,28 Market Street,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2558,Alta Cafe and Catering,2 / 270 Adelaide St -,2 / 270 Adelaide St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2559,Subway 344 Queen Street,"Lot 2, 344 Queen Street 32044750","Lot 2, 344 Queen Street",,Brisbane City,32044750,4,Cafe/Restaurant,"B, Brisbane City"
2560,Viet Rice Paper,"Shop 33, Anzac Square Food Court 198 Adelaide St -","Shop 33, Anzac Square Food Court",198 Adelaide St,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2561,Funny Funny,32 Burnett Lane -,32 Burnett Lane,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2562,Coffee Booth on Adelaide,35 Adelaide St (32 Burnett Ln) -,35 Adelaide St (32 Burnett Ln),,Brisbane City,-,,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2563,Melt Brothers Myer Centre,"Shop 50, 91 Queen St, (Myer Centre) -","Shop 50, 91 Queen St, (Myer Centre)",,Brisbane City,-,,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2564,Charlee Anne's,217 George Street -,217 George Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2565,LAB Specialty Coffee Co.,79A Albert Street -,79A Albert Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2566,Masala Art,40 Petrie Tce (07) 33698941,40 Petrie Tce,,Brisbane City,(07) 33698941,,Cafe/Restaurant,"B, Brisbane City"
2567,Zeus Street Greek- Queens Plaza,S LG12 226 Queen Street -,S LG12 226 Queen Street,,Brisbane City,-,,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2568,Indian Mehek,10 Felix St -,10 Felix St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2569,LR Sushi,"Shop 4, 26 Felix Street -","Shop 4, 26 Felix Street",,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2570,7-Eleven 4062E,458 GEORGE STREET -,458 GEORGE STREET,,Brisbane City,-,,Food Shop,"B, Brisbane City"
2571,Ant Bowl,"Shop 1A, 168 Adelaide Street -","Shop 1A, 168 Adelaide Street",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2572,Batch Cookie Bar x Lunar Pies,"Shop 78, The Myer Centre 91 Queen St -","Shop 78, The Myer Centre",91 Queen St,Brisbane City,-,5,Takeaway Food,"B, Brisbane City"
2573,Alliance OpCo trading as Trippas White Group Hospitality Services,"Level 20, 111 Eagle Street -","Level 20, 111 Eagle Street",,Brisbane City,-,5,Caterer - On Site,"B, Brisbane City"
2574,Krubb Bake And Brew,483A Adelaide St -,483A Adelaide St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2575,Urban Q,"Foyer Level, Shop 1, 145 Ann Street -","Foyer Level, Shop 1, 145 Ann Street",,Brisbane City,-,,"Takeaway Food,Cafe/Restaurant","B, Brisbane City"
2576,Hakataya Ramen,"Shop LG-13 Queens Plaza, 226 Queen St -","Shop LG-13 Queens Plaza, 226 Queen St",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2577,Hanaichi,"Shop FC 103, Wintergarden Centre 185 Queen Street 07 3229 4857","Shop FC 103, Wintergarden Centre",185 Queen Street,Brisbane City,07 3229 4857,,Takeaway Food,"B, Brisbane City"
2578,Trippas White Group Hospitality Services,"Level 51, 111 Eagle St -","Level 51, 111 Eagle St",,Brisbane City,-,5,Caterer - On Site,"B, Brisbane City"
2579,Grill'd Healthy Burgers,"Shop L105, Level 1 Wintergarden Centre 171-209 Queen Street 07 3003 1500","Shop L105, Level 1 Wintergarden Centre",171-209 Queen Street,Brisbane City,07 3003 1500,,Cafe/Restaurant,"B, Brisbane City"
2580,Fig & Olive Bar Bistro Pty Ltd,"Level 7, 111 Eagle St -","Level 7, 111 Eagle St",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2581,The Hideout Specialty Coffee,340 Adelaide St -,340 Adelaide St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2582,La Macelleria - Your Gelato Experience,Brisbane Markets and Events -,Brisbane Markets and Events,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2583,The Bagel Boys,"S330, Food Crt, P Block Area 5, QUT, 2 George St -","S330, Food Crt, P Block Area 5, QUT, 2 George St",,Brisbane City,-,5,Takeaway Food,"B, Brisbane City"
2584,Hustl n Grind,"Shop 5, 123 Eagle St (Riverside Centre) -","Shop 5, 123 Eagle St (Riverside Centre)",,Brisbane City,-,,"Cafe/Restaurant,Takeaway Food","B, Brisbane City"
2585,LR Sushi,"Shop 4, 123 Eagle St -","Shop 4, 123 Eagle St",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2586,Lady Harriet's Bar & Kitchen,QUT Gardens Point - Y Block 2 George St -,QUT Gardens Point - Y Block,2 George St,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2587,New Shanghai Queens Plaza,"Shop 23, Lower Ground, Queens Plaza 226 Queen St -","Shop 23, Lower Ground, Queens Plaza",226 Queen St,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2588,Little Saigon Grill Riverside,"Shop 2, Level 3, 123 Eagle St Riverside Centre Food Court 07 30128936","Shop 2, Level 3, 123 Eagle St",Riverside Centre Food Court,Brisbane City,07 30128936,4,Takeaway Food,"B, Brisbane City"
2589,Le Boulangerie Amour Fou,"Shop 88, The Myer Centre, 91 Queen Street -","Shop 88, The Myer Centre, 91 Queen Street",,Brisbane City,-,3,Bakery/Patisserie,"B, Brisbane City"
2590,Teppanyaki Time,"QUT Gardens Pt, SF1, P Blck, Lvl 3 2 George St -","QUT Gardens Pt, SF1, P Blck,",Lvl 3 2 George St,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2591,EPICURE at Brisbane City Hall,"Brisbane City Hall, 64 Adelaide Street -","Brisbane City Hall, 64 Adelaide Street",,Brisbane City,-,4,"Caterer - On Site,Caterer - Off Site","B, Brisbane City"
2592,Charley's Tea,2/167 Albert Street -,2/167 Albert Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2593,JIMMYMAX,2/138 Albert St -,2/138 Albert St,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2594,Fresh Turkish Breads,Brisbane Markets & Events 0403 741 854,Brisbane Markets & Events,,Brisbane City,0403 741 854,3,Food Stall,"B, Brisbane City"
2595,Chapter 3,"Shop 053, 91 Queen Street -","Shop 053, 91 Queen Street",,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
2596,NeneChicken Brisbane,"Shop 009B, 91 Queen St (Uptown Shopping Centre) -","Shop 009B, 91 Queen St (Uptown Shopping Centre)",,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2597,313 Sushi,313 ADELAIDE STREET -,313 ADELAIDE STREET,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2598,Jackpot Dining,1c/55 Elizabeth Street -,1c/55 Elizabeth Street,,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2599,Coffee Pallet Cafe,501 Adelaide Street -,501 Adelaide Street,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2600,Hanjan,"Shop 3, 151 George St -","Shop 3, 151 George St",,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2601,Food Stall - Chia Neng Vue,Brisbane Markets & Events -,Brisbane Markets & Events,,Brisbane City,-,,Food Stall,"B, Brisbane City"
2602,Subway,2 / 2 George St -,2 / 2 George St,,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2603,Three Geese,280 Adelaide St -,280 Adelaide St,,Brisbane City,-,,"Takeaway Food,Cafe/Restaurant","B, Brisbane City"
2604,Far Out Kebabs Pty Ltd T/AS Origin Kebab,"2 George St, QUT, P Block Level 3 -","2 George St, QUT, P Block Level 3",,Brisbane City,-,4,Takeaway Food,"B, Brisbane City"
2605,Supreme Carvery,"SL1-T7, Lvl 1 Foodcrt, MacArthur Ctrl, 255 Queen St -","SL1-T7, Lvl 1 Foodcrt, MacArthur Ctrl, 255 Queen St",,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2606,Roll'd Queens Plaza,226 Queen St -,226 Queen St,,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2607,Mamak,"Shop 7, Festival Towers 89 Charlotte St -","Shop 7, Festival Towers",89 Charlotte St,Brisbane City,-,3,Cafe/Restaurant,"B, Brisbane City"
2608,PJ STEAKS CREEK STREET,1/88 Creek St -,1/88 Creek St,,Brisbane City,-,3,Takeaway Food,"B, Brisbane City"
2609,The Coffee Club Brisbane Supreme Courts,415 George St (419 George St) -,415 George St (419 George St),,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2610,Black Hide Steakhouse,34-36 Caxton Street 3369 9500,34-36 Caxton Street,,Brisbane City,3369 9500,3,Cafe/Restaurant,"B, Brisbane City"
2611,David's Master Pot CBD,C/- Penny Chiu 103 Elizabeth St -,C/- Penny Chiu,103 Elizabeth St,Brisbane City,-,4,Cafe/Restaurant,"B, Brisbane City"
2612,Shingle Inn IP Pty Ltd,64 Adelaide Street (City Hall) -,64 Adelaide Street (City Hall),,Brisbane City,-,,Cafe/Restaurant,"B, Brisbane City"
2613,Sushi for U,GA/154  Roma Street -,GA/154  Roma Street,,Brisbane City,-,,Takeaway Food,"B, Brisbane City"
